Index,model_name,brand_En,brand_Ch,model,price_interval,price,type,screen,tag,device,pixel
97063,MEIZU:Y685Q,MEIZU,魅族,魅蓝3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片,1280x720
97064,Meizu:Y685C,MEIZU,魅族,魅蓝3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片,1280x720
97065,MEIZU:Y685C,MEIZU,魅族,魅蓝3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片,1280x720
97066,Meizu:Y685Q,MEIZU,魅族,魅蓝3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片,1280x720
97067,MEIZU:Y685M,MEIZU,魅族,魅蓝3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片,1280x720
97068,Meizu:Y685M,MEIZU,魅族,魅蓝3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片,1280x720
97069,:ZTE BV0710,ZTE,中兴,V7 Max,1000-1999,1999,手机,5.5-5.1英寸,音乐,8核芯片，陀螺仪，指纹识别，双卡双待,
97070,:ZTE BV0710T,ZTE,中兴,V7 Max,1000-1999,1999,手机,5.5-5.1英寸,音乐,8核芯片，陀螺仪，指纹识别，双卡双待,
97071,HAIMA:MESUIT I6,haima,海马玩,i6,,,手机,,,,
97072,haima:MESUIT i6,haima,海马玩,i6,,,手机,,,,
97073,haima:MESUIT i6P,haima,海马玩,i6P,,,手机,,,,
97074,HAIMA:MESUIT I6P,haima,海马玩,i6P,,,手机,,,,
97075,:HTC M10U,HTC,HTC,10,2000-3999,3749,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别,
97076,:HTC M10u,HTC,HTC,10,2000-3999,3749,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别,
97077,:HTC_M10H,HTC,HTC,10,2000-3999,3749,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别,
97078,:HTC_M10h,HTC,HTC,10,2000-3999,3749,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别,
97079,:HTC M10H,HTC,HTC,10,2000-3999,3749,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别,
97080,:HTC M10h,HTC,HTC,10,2000-3999,3749,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别,
97081,:HTC D830U,HTC,HTC,Desire 830,1000-1999,1499,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,
97082,:HTC D830u,HTC,HTC,Desire 830,1000-1999,1499,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,
97083,:HTC Desire 830 dual sim,HTC,HTC,Desire 830,1000-1999,1499,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,
97084,:HTC DESIRE 830 DUAL SIM,HTC,HTC,Desire 830,1000-1999,1499,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,
97085,LG-H848,LG,LG,G5 SE,4000及以上,4888,手机,5.5-5.1英寸,,陀螺仪，指纹识别,
97086,VIVO X6SPLUS D,vivo,vivo,X6s Plus,2000-3999,2998,手机,6.0-5.6英寸,音乐,8核芯片，指纹识别，双卡双待,
97087,VIVO:X6SPLUS D,vivo,vivo,X6s Plus,2000-3999,2998,手机,6.0-5.6英寸,音乐,8核芯片，指纹识别，双卡双待,
97088,vivo X6SPlus D,vivo,vivo,X6s Plus,2000-3999,2998,手机,6.0-5.6英寸,音乐,8核芯片，指纹识别，双卡双待,
97089,vivo:X6SPlus D,vivo,vivo,X6s Plus,2000-3999,2998,手机,6.0-5.6英寸,音乐,8核芯片，指纹识别，双卡双待,
97090,VIVO:VIVO X6SPLUS,vivo,vivo,X6s Plus,2000-3999,2998,手机,6.0-5.6英寸,音乐,8核芯片，指纹识别，双卡双待,
97091,vivo:vivo X6SPlus,vivo,vivo,X6s Plus,2000-3999,2998,手机,6.0-5.6英寸,音乐,8核芯片，指纹识别，双卡双待,
97092,:vivo X7Plus,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97093,:VIVO X7PLUS,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97094,VIVO X7PLUS:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97095,vivo:vivo X7Plus,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97096,VIVOX7PLUS:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97097,VIVO:VIVO X7PLUS,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97098,:VIVO X7PLUS L,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97099,vivo x7plus:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97100,ERENEBEN:8848 M3,ERENEBEN,E人E本,8848 钛金手机M3,4000及以上,9999,手机,5.0-4.6英寸,摄影，高端商务,8核芯片，陀螺仪，双卡双待,
97101,EVEREST:8848 M3,ERENEBEN,E人E本,8848 钛金手机M3,4000及以上,9999,手机,5.0-4.6英寸,摄影，高端商务,8核芯片，陀螺仪，双卡双待,
97102,Everest:8848 M3,ERENEBEN,E人E本,8848 钛金手机M3,4000及以上,9999,手机,5.0-4.6英寸,摄影，高端商务,8核芯片，陀螺仪，双卡双待,
97103,VIVO V3MAX L,vivo,vivo,V3 Max,2000-3999,2098,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别,
97104,OPPO:OPPO R9 Plust A,OPPO,OPPO,R9 Plus,2000-3999,3299,手机,6.0-5.6英寸,音乐，美颜，摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97105,MEIZU:M681Q,MEIZU,魅族,魅蓝Note3,500-999,799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,
97106,Meizu:M681Q,MEIZU,魅族,魅蓝Note3,500-999,799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,
97107,M681C,MEIZU,魅族,魅蓝Note3,500-999,799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,
97108,:NOAIN X7,NOAIN,诺亚信,X7,1-499,399,手机,4.5-3.1英寸,老人机,双卡双待,
97109,:NOAIN K6,NOAIN,诺亚信,K6,500-999,799,手机,5.5-5.1英寸,老人机,指纹识别，双卡双待,
97110,HUAWEI:FRD,HUAWEI,华为,荣耀8,2000-3999,2430,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
97111,honor:FRD-AL10,HUAWEI,华为,荣耀8,2000-3999,2430,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
97112,:HUAWEI MLA-UL00,HUAWEI,华为,G9 Plus,2000-3999,2399,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
97113,HUAWEI:HUAWEI MLA-AL00,HUAWEI,华为,麦芒5,2000-3999,2399,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
97114,:HUAWEI MLA-L01,HUAWEI,华为,麦芒5,2000-3999,2399,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
97115,HUAWEI MLA-AL10,HUAWEI,华为,麦芒5,2000-3999,2399,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
97116,HONOR:CAM-AL00,HUAWEI,华为,荣耀畅玩5A,500-999,799,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,
97117,HONOR:CAM-TL00H,HUAWEI,华为,荣耀畅玩5A,500-999,799,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,
97118,HONOR:CAM-TL00,HUAWEI,华为,荣耀畅玩5A,500-999,799,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,
97119,HONOR:KNT-UL10,HUAWEI,华为,荣耀V8,1000-1999,1450,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97120,HONOR:KNT-TL10,HUAWEI,华为,荣耀V8,1000-1999,1450,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97121,:VIE-AL10,HUAWEI,华为,P9 Plus,4000及以上,4388,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,1920x1080
97122,XIAOMI:Redmi 3S,Xiaomi,小米,红米3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片，指纹识别，双卡双待,1280x720
97123,vivo:Xplay5S,vivo,vivo,Xplay5 旗舰版,2000-3999,3698,手机,6.0-5.6英寸,音乐,8核芯片，陀螺仪，指纹识别，双卡双待,
97124,vivoX7 Plus:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97125,vivo X7 plus:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97126,vivoX7 plus:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97127,vivioX7 Plus:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97128,Vivo X7 Plus:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97129,vivo X7 plus:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97130,Vivo X7:,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97131,BBK:vivo X7,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97132,SM-J3109,Samsung,三星,Galaxy J3,500-999,899,手机,5.0-4.6英寸,,NFC芯片，双卡双待,1280x720
97133,魅族 MX6:,MEIZU,魅族,MX6,1000-1999,1999,手机,5.5-5.1英寸,,陀螺仪，指纹识别，双卡双待,1920x1080
97134,ZTE:ZTE BA510,ZTE,中兴,BA510,1-499,499,手机,5.0-4.6英寸,,,
97135,ZTE BA510,ZTE,中兴,BA510,1-499,499,手机,5.0-4.6英寸,,,
97136,ZTE:BA510,ZTE,中兴,BA510,1-499,499,手机,5.0-4.6英寸,,,
97137,360:1505-A02,Qiku,奇酷,N4s,1000-1999,1199,手机,5.5-5.1英寸,摄影,陀螺仪，指纹识别，双卡双待,
97138,360:1505_A01,Qiku,奇酷,N4s,1000-1999,1199,手机,5.5-5.1英寸,摄影,陀螺仪，指纹识别，双卡双待,
97139,360:QK1505 A02,Qiku,奇酷,N4s,1000-1999,1199,手机,5.5-5.1英寸,摄影,陀螺仪，指纹识别，双卡双待,
97140,ZTE:ZTE BV0701,ZTE,中兴,小鲜4,1000-1999,1090,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,1920x1080
97141,OnePlus3:ONEPLUS A3000,OnePlus,一加,3,2000-3999,2499,手机,5.5-5.1英寸,摄影,陀螺仪，NFC芯片，双卡双待,
97142,OnePlus:ONEPLUS A3000,OnePlus,一加,3,2000-3999,2499,手机,5.5-5.1英寸,摄影,陀螺仪，NFC芯片，双卡双待,
97143,ZUK:Z2131,ZUK,ZUK,Z2,1000-1999,1799,手机,5.0-4.6英寸,音乐,双卡双待,
97144,360:1503-M01,Qiku,奇酷,N4,500-999,999,手机,5.5-5.1英寸,,8核芯片,
97145,360:QK1503_M02,Qiku,奇酷,N4,500-999,999,手机,5.5-5.1英寸,,8核芯片,
97146,Xiaomi:Coolpad Y803-9,Coolpad,酷派,锋尚3,1000-1999,1299,手机,5.5-5.1英寸,,双卡双待,1280x720
97147,Yulong:Coolpad 5367C,Coolpad,酷派,5367,,,手机,5.0-4.6英寸,摄影,双卡双待,
97148,SUN:Coolpad 5367,Coolpad,酷派,5367,,,手机,5.0-4.6英寸,摄影,双卡双待,
97149,samsung:OPPO A37m,OPPO,OPPO,A37,1000-1999,1299,手机,5.0-4.6英寸,,8核芯片,
97150,vivo:OPPO A37m,OPPO,OPPO,A37,1000-1999,1299,手机,5.0-4.6英寸,,8核芯片,
97151,Xiaomi:OPPO A37m,OPPO,OPPO,A37,1000-1999,1299,手机,5.0-4.6英寸,,8核芯片,
97152,Lenovo:OPPO A37m,OPPO,OPPO,A37,1000-1999,1299,手机,5.0-4.6英寸,,8核芯片,
97153,Huawei:OPPO A37m,OPPO,OPPO,A37,1000-1999,1299,手机,5.0-4.6英寸,,8核芯片,
97154,Coolpad:OPPO A37m,OPPO,OPPO,A37,1000-1999,1299,手机,5.0-4.6英寸,,8核芯片,
97155,Meizu:OPPO A37m,OPPO,OPPO,A37,1000-1999,1299,手机,5.0-4.6英寸,,8核芯片,
97156,Yulong:Coolpad B770S,Coolpad,酷派,B770,500-999,699,手机,5.5-5.1英寸,,,960x540
97157,samsung:SM-N9300,Samsung,三星,Galaxy Note 7,4000及以上,5988,手机,6.0-5.6英寸,,陀螺仪，NFC芯片，指纹识别，双卡双待,
97158,Samsung:SM-N9300,Samsung,三星,Galaxy Note 7,4000及以上,5988,手机,6.0-5.6英寸,,陀螺仪，NFC芯片，指纹识别，双卡双待,
97159,SAMSUNG:SM-N9300,Samsung,三星,Galaxy Note 7,4000及以上,5988,手机,6.0-5.6英寸,,陀螺仪，NFC芯片，指纹识别，双卡双待,
97160,HUAWEI:EDI-AL10,HUAWEI,华为,荣耀Note 8,2000-3999,2499,手机,6.0英寸以上,,8核芯片，陀螺仪，指纹识别，双卡双待,
97161,:EDI-AL10,HUAWEI,华为,荣耀Note 8,2000-3999,2499,手机,6.0英寸以上,,8核芯片，陀螺仪，指纹识别，双卡双待,
97162,HUAWEI:EDI-DL00,HUAWEI,华为,荣耀Note 8,2000-3999,2499,手机,6.0英寸以上,,8核芯片，陀螺仪，指纹识别，双卡双待,
97163,HUAWEI:CUN-AL00,HUAWEI,华为,荣耀畅玩5,500-999,660,手机,5.0-4.6英寸,,双卡双待,
97164,HUAWEI:CUN-TL00,HUAWEI,华为,荣耀畅玩5,500-999,660,手机,5.0-4.6英寸,,双卡双待,
97165,Coolpad:C106,Coolpad,酷派,cool1,1000-1999,1499,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97166,:U20,MEIZU,魅族,魅蓝U20,1000-1999,1099,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97167,Meizu:U20,MEIZU,魅族,魅蓝U20,1000-1999,1099,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97168,Meizu:U685C,MEIZU,魅族,魅蓝U20,1000-1999,1099,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97169,Meizu:U685Q,MEIZU,魅族,魅蓝U20,1000-1999,1099,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97170,:U685Q,MEIZU,魅族,魅蓝U20,1000-1999,1099,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97171,360:1515-A01,QIKU,奇酷,Q5,2000-3999,2599,手机,6.0-5.6英寸,高端商务,陀螺仪，指纹识别，双卡双待,
97172,360:1509-A00,QIKU,奇酷,Q5 Plus,2000-3999,2599,手机,6.0-5.6英寸,摄影，高端商务,陀螺仪，指纹识别，双卡双待,
97173,360:1509-M02,QIKU,奇酷,Q5 Plus,2000-3999,2599,手机,6.0-5.6英寸,摄影，高端商务,陀螺仪，指纹识别，双卡双待,
97174,360:1509-A02,QIKU,奇酷,Q5 Plus,2000-3999,2599,手机,6.0-5.6英寸,摄影，高端商务,陀螺仪，指纹识别，双卡双待,
97175,GIONEE:GN8003,GIONEE,金立,M6,2000-3999,2699,手机,5.5-5.1英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97176,GIONEE:GN8002,GIONEE,金立,M6 Plus,2000-3999,2999,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97177,GIONEE:GN8002S,GIONEE,金立,M6 Plus,2000-3999,2999,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97178,GiONEE:GN8002,GIONEE,金立,M6 Plus,2000-3999,2999,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97179,:HUAWEI MLA-UL00,HUAWEI,华为,G9 Plus,2000-3999,2399,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
97180,HUAWEI:HUAWEI MLA-UL00,HUAWEI,华为,G9 Plus,2000-3999,2399,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
97181,:DOOV A5,DOOV,朵唯,A5,1000-1999,1299,手机,5.5-5.1英寸,摄影,双卡双待,1280x720
97182,:Philips X818,Philips,飞利浦,X818,1000-1999,1998,手机,5.5-5.1英寸,,8核芯片，双卡双待,1920x1080
97183,Meizu:A680Q,MEIZU,魅族,魅蓝E,1000-1999,1299,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97184,Meizu:M1 E,MEIZU,魅族,魅蓝E,1000-1999,1299,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97185,:SUGAR Y7,SUGAR,SUGAR,Y7,500-999,999,手机,5.5-5.1英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97186,SUGAR:SUGAR Y7,SUGAR,SUGAR,Y7,500-999,999,手机,5.5-5.1英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97187,:AGM X1,AGM,AGM,X1,2000-3999,2699,手机,5.5-5.1英寸,摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
97188,Xiaomi:Redmi Pro,Xiaomi,小米,红米Pro,1000-1999,1999,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97189,Xiaomi:Redmi Note 4,Xiaomi,小米,红米Note4,1000-1999,1199,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97190,Letv:Letv X502,LETV,乐视,超级手机1s,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，指纹识别，双卡双待,
97191,Letv:X501,LETV,乐视,超级手机1s,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，指纹识别，双卡双待,
97192,Letv:Letv X501,LETV,乐视,超级手机1s,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，指纹识别，双卡双待,
97193,Letv X501,LETV,乐视,超级手机1s,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，指纹识别，双卡双待,
97194,Xiaomi:Letv X501,LETV,乐视,超级手机1s,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，指纹识别，双卡双待,
97195,samsung:Letv X501,LETV,乐视,超级手机1s,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，指纹识别，双卡双待,
97196,OPPO:Letv X501,LETV,乐视,超级手机1s,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，指纹识别，双卡双待,
97197,vivo:Letv X501,LETV,乐视,超级手机1s,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，指纹识别，双卡双待,
97198,Meizu:Letv X501,LETV,乐视,超级手机1s,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，指纹识别，双卡双待,
97199,Huawei:Letv X501,LETV,乐视,超级手机1s,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，指纹识别，双卡双待,
97200,LETV:Le X620,LETV,乐视,乐2 Pro,1000-1999,1099,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
97201,LeMobile:Letv X620,LETV,乐视,乐2 Pro,1000-1999,1099,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
97202,Xiaomi:Letv X620,LETV,乐视,乐2 Pro,1000-1999,1099,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
97203,:Letv X620,LETV,乐视,乐2 Pro,1000-1999,1099,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
97204,:Le X621,LETV,乐视,乐2 Pro,1000-1999,1099,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
97205,LeEco:Le X621,LETV,乐视,乐2 Pro,1000-1999,1099,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
97206,Letv:Android X900,LETV,乐视,超级手机Max,2000-3999,2999,手机,6.0英寸以上,摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
97207,:OPPO R9km,OPPO,OPPO,R9,2000-3999,2799,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97208,OPPO:OPPO R9km,OPPO,OPPO,R9,2000-3999,2799,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
97209,:vivo Y51e,vivo,vivo,Y51,1000-1999,1298,手机,5.0-4.6英寸,,双卡双待,
97210,:vivo Y51n,vivo,vivo,Y51,1000-1999,1298,手机,5.0-4.6英寸,,双卡双待,
97211,vivo:vivo Y51n,vivo,vivo,Y51,1000-1999,1298,手机,5.0-4.6英寸,,双卡双待,
97212,:koobee S9Q,koobee,酷比,S9,,,手机,5.0-4.6英寸,,,1280x720
97213,Meizu:M685U,MEIZU,魅族,MX6,1000-1999,1999,手机,5.5-5.1英寸,,陀螺仪，指纹识别，双卡双待,1920x1080
97214,TCL:750,TCL,TCL,750,1000-1999,1599,手机,5.5-5.1英寸,摄影,8核芯片，陀螺仪，指纹识别,1920x1081
97215,:TCL750,TCL,TCL,750,1000-1999,1599,手机,5.5-5.1英寸,摄影,8核芯片，陀螺仪，指纹识别,1920x1082
97216,:DOOV L8 PLUS,DOOV,朵唯,L8 Plus,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,1920x1080
97217,DOOV:DOOV L8 PLUS,DOOV,朵唯,L8 Plus,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,1920x1080
97218,DOOV:DOOV L8 Plus,DOOV,朵唯,L8 Plus,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,1920x1080
97219,:PHILIPS X818,Philips,飞利浦,X818,1000-1999,1998,手机,5.5-5.1英寸,,8核芯片，双卡双待,1920x1080
97220,:ASUS_X008DB,ASUS,华硕,飞马3,1000-1999,1499,手机,5.5-5.1英寸,摄影,指纹识别，双卡双待,
97221,huawei:VIE-AL10,HUAWEI,华为,P9 Plus,4000及以上,4388,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,1920x1080
97222,EDI-AL10,HUAWEI,华为,荣耀Note 8,2000-3999,2499,手机,6.0英寸以上,,8核芯片，陀螺仪，指纹识别，双卡双待,
97223,HONOR:FRD-AL00,HUAWEI,华为,荣耀8,2000-3999,2499,手机,6.0英寸以上,,8核芯片，陀螺仪，指纹识别，双卡双待,
97224,HONOR:FRD-AL10,HUAWEI,华为,荣耀8,2000-3999,2430,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
97225,FRD-AL00,HUAWEI,华为,荣耀8,2000-3999,2430,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
97226,HUAWEI:HUAWEI MLA-TL00,HUAWEI,华为,G9 Plus,2000-3999,2399,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
97227,:HUAWEI MLA-TL10,HUAWEI,华为,G9 Plus,2000-3999,2399,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
97228,GIONEE:GN8003L,GIONEE,金立,M6,2000-3999,2699,手机,5.5-5.1英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97229,COOLPAD:C106,Coolpad,酷派,cool1,1000-1999,1499,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97230,Coolpad:C106-9,Coolpad,酷派,cool1,1000-1999,1499,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97231,COOLPAD:C106-9,Coolpad,酷派,cool1,1000-1999,1499,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97232,Coolpad:C106-8,Coolpad,酷派,cool1,1000-1999,1499,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97233,COOLPAD:C106-8,Coolpad,酷派,cool1,1000-1999,1499,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97234,COOLPAD:C106-6,Coolpad,酷派,cool1,1000-1999,1499,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97235,Coolpad:C106-6,Coolpad,酷派,cool1,1000-1999,1499,手机,5.5-5.1英寸,,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
97236,LeMobile:LeMaX 2 X820,LETV,乐视,乐Max 2,1000-1999,1499,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,2560x1440
