Index,model_name,brand_En,brand_Ch,model,price_interval,price,type,screen,tag,device,pixel
92255,LEAGOO_Lead5:LEAGOO_Lead5,LEAGOO,领歌,Lead5,1-499,425,手机,5.0-4.6英寸,,,
92256,LGE:LGMS345,LG,LG,Leon MS345,,,手机,,,,
92257,:KOPO L8,KOPO,酷珀,L8,,,手机,5.0-4.6英寸,,,
92258,KOPO:KOPO L8,KOPO,酷珀,L8,,,手机,5.0-4.6英寸,,,
92259,KOPO L8:KOPO L8,KOPO,酷珀,L8,,,手机,5.0-4.6英寸,,,
92260,LGE:LG-D680,LG,LG,G Pro Lite Dual,,,手机,5.5-5.1英寸,美颜,,
92261,OPPO:A11w,OPPO,OPPO,A11,,,手机,,,,
92262,OPPO:1201,OPPO,OPPO,1201,,,手机,,,,
92263,:ZTE Blade L2,ZTE,中兴,Blade L2,,,手机,5.0-4.6英寸,,,854x480
92264,GFIVE:ZTE Blade L2,ZTE,中兴,Blade L2,,,手机,5.0-4.6英寸,,,854x480
92265,ZTE:ZTE Blade L2,ZTE,中兴,Blade L2,,,手机,5.0-4.6英寸,,,854x480
92266,GLGLGL:ZTE Blade L2,ZTE,中兴,Blade L2,,,手机,5.0-4.6英寸,,,854x480
92267,LGE:LG-D410,LG,LG,G2 Mini,1000-1999,1615,手机,5.0-4.6英寸,,,
92268,lge LGE:LG-D410,LG,LG,G2 Mini,1000-1999,1615,手机,5.0-4.6英寸,,,
92269,lge LGE:LG-D410hn,LG,LG,G2 Mini,1000-1999,1615,手机,5.0-4.6英寸,,,
92270,:VOTO GT7,VOTO,维图,GT7,,,手机,5.0-4.6英寸,,,
92271,VOTO:VOTO GT7,VOTO,维图,GT7,,,手机,5.0-4.6英寸,,,
92272,motorola:XT1040,Motorola,摩托罗拉,XT1040,,,手机,4.5-3.1英寸,,,
92273,samsung:GT-I9515,Samsung,三星,Galaxy S4,,,手机,5.0-4.6英寸,,,1920x1080
92274,samsung:GT-I9515L,Samsung,三星,Galaxy S4,,,手机,5.0-4.6英寸,,,1920x1080
92275,:Lenovo A5000,Lenovo,联想,A5000,1000-1999,1999,平板,6.0英寸以上,,陀螺仪,
92276,LENOVO:Lenovo A5000,Lenovo,联想,A5000,1000-1999,1999,平板,6.0英寸以上,,陀螺仪,
92277,Lenovo:Lenovo A5000,Lenovo,联想,A5000,1000-1999,1999,平板,6.0英寸以上,,陀螺仪,
92278,QiKU:8681-A01,QiKU,奇酷,青春版,1000-1999,1299,手机,5.5-5.1英寸,美颜，摄影,NFC芯片，指纹识别，双卡双待,1920x1080
92279,motorola:XT1021,Motorola,摩托罗拉,Moto E,,,手机,4.5-3.1英寸,美颜,,1280x720
92280,OPPO:R1011,OPPO,OPPO,R1011,,,手机,,,,
92281,R1011,OPPO,OPPO,R1011,,,手机,,,,
92282,:OPPO R7sPlus,OPPO,OPPO,R7 Plus高配版,2000-3999,,手机,6.0-5.6英寸,,,
92283,OPPO:OPPO R7sPlus,OPPO,OPPO,R7 Plus高配版,2000-3999,,手机,6.0-5.6英寸,,,
92284,OPPO:R7sPlus,OPPO,OPPO,R7 Plus高配版,2000-3999,,手机,6.0-5.6英寸,,,
92285,OPPO R7sPlus,OPPO,OPPO,R7 Plus高配版,2000-3999,,手机,6.0-5.6英寸,,,
92286,samsung:SM-G360T1,Samsung,三星,SM-G360T1,,,手机,,,,
92287,:NOMI 3S,NOMI,糯米,3S,,,手机,,,,
92288,NOMI:NOMI 3S,NOMI,糯米,3S,,,手机,,,,
92289,android:NOMI 3S,NOMI,糯米,3S,,,手机,,,,
92290,NOMI 3S:NOMI 3S,NOMI,糯米,3S,,,手机,,,,
92291,:HTC Desire 620G dual sim,HTC,HTC,620G,,,手机,,,,
92292,HTC Desire 620G dual sim,HTC,HTC,620G,,,手机,,,,
92293,HTC:desire 620g,HTC,HTC,620G,,,手机,,,,
92294,htc:HTC Desire 620G dual sim,HTC,HTC,620G,,,手机,,,,
92295,zte:N940Sc,ZTE,中兴,N940Sc,,,手机,5.5-5.1英寸,,,
92296,ETON:P61,ETON,亿通,P61,,,手机,,,,
92297,OnePlus:ONE E1000,OnePlus,一加,X,1000-1999,1599,手机,5.0-4.6英寸,,陀螺仪，双卡双待,
92298,Redmi Note 3,Xiaomi,小米,红米Note3,500-999,990,手机,5.5-5.1英寸,美颜，摄影,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
92299,Xiaomi:Redmi 3,Xiaomi,小米,红米3,500-999,900,手机,5.0-4.6英寸,美颜，摄影,8核芯片，双卡双待,1280x720
92300,Redmi 3,Xiaomi,小米,红米3,500-999,900,手机,5.0-4.6英寸,美颜，摄影,8核芯片，双卡双待,1280x720
92301,samsung:SM-A5108,Samsung,三星,2016版 Galaxy A5,2000-3999,2420,手机,5.5-5.1英寸,美颜，摄影,8核芯片，NFC芯片，指纹识别，双卡双待,
92302,samsung:SM-A7108,Samsung,三星,2016版 Galaxy A7,2000-3999,2600,手机,5.5-5.1英寸,美颜，摄影,8核芯片，NFC芯片，指纹识别，双卡双待,
92303,8681-A01,Qiku,奇酷,青春版,1000-1999,1199,手机,5.5-5.1英寸,美颜，摄影,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
92304,Xiaomi:NX513J,Nubia,努比亚,My 布拉格,2000-3999,2299,手机,5.5-5.1英寸,美颜,8核芯片，陀螺仪，双卡双待,
92305,M57AC,MEIZU,魅族,魅蓝metal,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
92306,:Lenovo K31-t3,Lenovo,联想,乐檬K31,1-499,480,手机,5.0-4.6英寸,高性价比,陀螺仪，双卡双待,
92307,LENOVO:Lenovo K31-t3,Lenovo,联想,乐檬K31,1-499,480,手机,5.0-4.6英寸,高性价比,陀螺仪，双卡双待,
92308,:Lenovo K31-t7,Lenovo,联想,乐檬K31,1-499,480,手机,5.0-4.6英寸,高性价比,陀螺仪，双卡双待,
92309,:Lenovo K52t38,Lenovo,联想,乐檬K5 Note,1000-1999,1099,手机,5.5-5.1英寸,,8核芯片，指纹识别，双卡双待,1920x1080
92310,:Lenovo k52t38,Lenovo,联想,乐檬K5 Note,1000-1999,1099,手机,5.5-5.1英寸,,8核芯片，指纹识别，双卡双待,1920x1080
92311,:Lenovo PB1-750P,Lenovo,联想,PHAB,1000-1999,1299,手机,6.0英寸以上,,双卡双待,1280x720
92312,:Lenovo PB1-750N,Lenovo,联想,PHAB,1000-1999,1299,手机,6.0英寸以上,,双卡双待,1280x720
92313,LENOVO:Lenovo PB1-750N,Lenovo,联想,PHAB,1000-1999,1299,手机,6.0英寸以上,,双卡双待,1280x720
92314,:Letv X910,LETV,乐视,超级手机Max Pro,1000-1999,1999,手机,6.0英寸以上,,指纹识别,
92315,LeMobile:Letv X910,LETV,乐视,超级手机Max Pro,1000-1999,1999,手机,6.0英寸以上,,指纹识别,
92316,:Letv X501,LETV,乐视,超级手机1s,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，指纹识别，双卡双待,
92317,ramos:MOS1 max-c,Ramos,蓝魔,Mos1 max,2000-3999,2799,手机,6.0英寸以上,美颜，摄影,8核芯片，陀螺仪，双卡双待,1920x1080
92318,YuLong:ivvi SS1-03,Coolpad,酷派,ivvi 小i Plus,1000-1999,1999,手机,5.0-4.6英寸,,双卡双待,
92319,YuLong:SS1-03,Coolpad,酷派,ivvi 小i Plus,1000-1999,1999,手机,5.0-4.6英寸,,双卡双待,
92320,:Coolpad Y71-511,Coolpad,酷派,锋尚Air,500-999,899,手机,5.0-4.6英寸,,双卡双待,950x540
92321,Coolpad:Coolpad Y71-511,Coolpad,酷派,锋尚Air,500-999,899,手机,5.0-4.6英寸,,双卡双待,950x540
92322,Coolpad Y71-511,Coolpad,酷派,锋尚Air,500-999,899,手机,5.0-4.6英寸,,双卡双待,950x540
92323,Coolpad:Y71-511,Coolpad,酷派,锋尚Air,500-999,899,手机,5.0-4.6英寸,,双卡双待,950x540
92324,YuLong:Coolpad A8-831,Coolpad,酷派,锋尚Max,2000-3999,2499,手机,5.5-5.1英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
92325,Coolpad A8-831,Coolpad,酷派,锋尚Max,2000-3999,2499,手机,5.5-5.1英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,1920x1080
92326,YuLong:Coolpad T2-W01,Coolpad,酷派,锋尚Pro,1000-1999,1200,手机,5.5-5.1英寸,美颜，摄影,8核芯片，NFC芯片，指纹识别，双卡双待,1280x720
92327,Coolpad T2-W01,Coolpad,酷派,锋尚Pro,1000-1999,1200,手机,5.5-5.1英寸,美颜，摄影,8核芯片，NFC芯片，指纹识别，双卡双待,1280x720
92328,GiONEE:F105L,GiONEE,金立,F105,,,手机,5.0-4.6英寸,,,1280x720
92329,HUAWEI:KIW-AL20,HUAWEI,华为,荣耀畅玩5X,1000-1999,1399,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,
92330,:ASUS_X005,ASUS,华硕,飞马5000,1000-1999,1099,手机,,,双卡双待,1920x1080
92331,:Hisense E75T,Hisense,海信,E75T,,,手机,,,,
92332,:Hisense F20M,Hisense,海信,F20M,,,手机,5.5-5.1英寸,,,
92333,:Hisense C1T,Hisense,海信,C1T,,,手机,,,,
92334,GuangXin:KINGSUN-F3,KINGSUN,广信,F3,,,手机,,,,
92335,PHILIPS:S711L,Philips,飞利浦,S711L,1000-1999,1399,手机,6.0英寸以上,,8核芯片,1920x1200
92336,:vivo Y31,vivo,vivo,Y31,500-999,899,手机,5.0-4.6英寸,音乐，摄影,,
92337,vivo:vivo Y31,vivo,vivo,Y31,500-999,899,手机,5.0-4.6英寸,音乐，摄影,,
92338,:TCL P668L,TCL,TCL,乐玩2,500-999,899,手机,5.0-4.6英寸,美颜，摄影,8核芯片，指纹识别，双卡双待,
92339,:OPPO A30,OPPO,OPPO,A30,,,手机,5.0-4.6英寸,,双卡双待,
92340,OPPO:OPPO A30,OPPO,OPPO,A30,,,手机,5.0-4.6英寸,,双卡双待,
92341,oppo:A30,OPPO,OPPO,A30,,,手机,5.0-4.6英寸,,双卡双待,
92342,OPPO A30,OPPO,OPPO,A30,,,手机,5.0-4.6英寸,,双卡双待,
92343,:OPPO A35,OPPO,OPPO,A35,,,手机,5.0-4.6英寸,,8核芯片,
92344,Meizu:m2 note,MEIZU,魅族,魅蓝Note 2,500-999,799,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，双卡双待,1920x1080
92345,ONEPLUS: A0001,OnePlus,一加,One,1000-1999,1700,手机,5.5-5.1英寸,摄影，高性价比,陀螺仪，NFC芯片,
92346,Xiaomi : MI 3,Xiaomi,小米,MI 3,1000-1999,1280,手机,5.0-4.6英寸,高性价比,陀螺仪，NFC芯片,
92347,HUAWEI:ALE-L21,HUAWEI,华为,P8 Lite,1000-1999,1400,手机,5.0-4.6英寸,摄影,8核芯片，双卡双待,1280x720
92348,xiaolajiao:LA2-SN,YUSUN,语信,红辣椒任性版 Plus,500-999,599,手机,5.0-4.6英寸,,双卡双待,
92349,Meizu:m2note,MEIZU,魅族,魅蓝Note 2,500-999,799,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，双卡双待,1920x1080
92350,MEIZU:Note 2,MEIZU,魅族,魅蓝Note 2,500-999,799,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，双卡双待,1920x1080
92351,Meizum2 note:,MEIZU,魅族,魅蓝Note 2,500-999,799,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，双卡双待,1920x1080
92352,Meizu:m2 note M571,MEIZU,魅族,魅蓝Note 2,500-999,799,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，双卡双待,1920x1080
92353,MEIZU:note 2,MEIZU,魅族,魅蓝Note 2,500-999,799,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，双卡双待,1920x1080
92354,meizu:note2,MEIZU,魅族,魅蓝Note 2,500-999,799,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，双卡双待,1920x1080
92355,:MEIZU 魅蓝Note2,MEIZU,魅族,魅蓝Note 2,500-999,799,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，双卡双待,1920x1080
92356,:OnePlus One A0001,OnePlus,一加,One,1000-1999,1700,手机,5.5-5.1英寸,摄影，高性价比,陀螺仪，NFC芯片,
92357,OnePlus:One A0001,OnePlus,一加,One,1000-1999,1700,手机,5.5-5.1英寸,摄影，高性价比,陀螺仪，NFC芯片,
92358,:ONEPLUS A0001,OnePlus,一加,One,1000-1999,1700,手机,5.5-5.1英寸,摄影，高性价比,陀螺仪，NFC芯片,
92359,:xiaomi3,Xiaomi,小米,MI 3,1000-1999,1280,手机,5.0-4.6英寸,高性价比,陀螺仪，NFC芯片,
92360,:xiaomi3yidongban,Xiaomi,小米,MI 3,1000-1999,1280,手机,5.0-4.6英寸,高性价比,陀螺仪，NFC芯片,
92361,Xiaomi:MI3W,Xiaomi,小米,MI 3,1000-1999,1280,手机,5.0-4.6英寸,高性价比,陀螺仪，NFC芯片,
92362,:XIAOMI 3,Xiaomi,小米,MI 3,1000-1999,1280,手机,5.0-4.6英寸,高性价比,陀螺仪，NFC芯片,
92363,xiaomi:3,Xiaomi,小米,MI 3,1000-1999,1280,手机,5.0-4.6英寸,高性价比,陀螺仪，NFC芯片,
92364,Xiaomi:小米3,Xiaomi,小米,MI 3,1000-1999,1280,手机,5.0-4.6英寸,高性价比,陀螺仪，NFC芯片,
92365,:XIAOMI MI3,Xiaomi,小米,MI 3,1000-1999,1280,手机,5.0-4.6英寸,高性价比,陀螺仪，NFC芯片,
92366,Xiaomi:小米 3,Xiaomi,小米,MI 3,1000-1999,1280,手机,5.0-4.6英寸,高性价比,陀螺仪，NFC芯片,
92367,Huawei:ALE-L21,HUAWEI,华为,P8 Lite,1000-1999,1400,手机,5.0-4.6英寸,摄影,8核芯片，双卡双待,1280x720
92368,ALE-L21,HUAWEI,华为,P8 Lite,1000-1999,1400,手机,5.0-4.6英寸,摄影,8核芯片，双卡双待,1280x720
92369,\N:ALE-L21,HUAWEI,华为,P8 Lite,1000-1999,1400,手机,5.0-4.6英寸,摄影,8核芯片，双卡双待,1280x720
92370,:ALE-L21,HUAWEI,华为,P8 Lite,1000-1999,1400,手机,5.0-4.6英寸,摄影,8核芯片，双卡双待,1280x720
92371,LA2-SN,YUSUN,语信,红辣椒任性版 Plus,500-999,599,手机,5.0-4.6英寸,,双卡双待,
92372,samsung:SM-J110M,Samsung,三星,Galaxy J1 Ace,,,手机,4.5-3.1英寸,,双卡双待,800x480
92373,:HUAWEI G610-U15,HUAWEI,华为,G610,500-999,799,手机,5.0-4.6英寸,,双卡双待,
92374,Lenovo:G610-U15 o u-20,HUAWEI,华为,G610,500-999,799,手机,5.0-4.6英寸,,双卡双待,
92375,Fly:G610-u15 o u20,HUAWEI,华为,G610,500-999,799,手机,5.0-4.6英寸,,双卡双待,
92376,Micromax:Huawei Ascend G610-U15,HUAWEI,华为,G610,500-999,799,手机,5.0-4.6英寸,,双卡双待,
92377,:Huawei G610-u15-U20,HUAWEI,华为,G610,500-999,799,手机,5.0-4.6英寸,,双卡双待,
92378,HUAWEI G610-U15,HUAWEI,华为,G610,500-999,799,手机,5.0-4.6英寸,,双卡双待,
92379,Huawei:G610-u15 o u20,HUAWEI,华为,G610,500-999,799,手机,5.0-4.6英寸,,双卡双待,
92380,Micromax:Huawei g610-u15.u20,HUAWEI,华为,G610,500-999,799,手机,5.0-4.6英寸,,双卡双待,
92381,Huawei:G610-U15,HUAWEI,华为,G610,500-999,799,手机,5.0-4.6英寸,,双卡双待,
92382,HUAWEI:G610-U15,HUAWEI,华为,G610,500-999,799,手机,5.0-4.6英寸,,双卡双待,
92383,Samsung:G610-U15,HUAWEI,华为,G610,500-999,799,手机,5.0-4.6英寸,,双卡双待,
92384,HUAWEI:HUAWEI G610-U15,HUAWEI,华为,G610,500-999,799,手机,5.0-4.6英寸,,双卡双待,
92385,:Huawei G610-U15,HUAWEI,华为,G610,500-999,799,手机,5.0-4.6英寸,,双卡双待,
92386,samsung:SM-N7505,Samsung,三星,Galaxy Note 3 Lite,1000-1999,1350,手机,5.5-5.1英寸,高性价比,NFC芯片,1280x720
92387,samsung:SM-N7505L,Samsung,三星,Galaxy Note 3 Lite,1000-1999,1350,手机,5.5-5.1英寸,高性价比,NFC芯片,1280x720
92388,SM-N7505,Samsung,三星,Galaxy Note 3 Lite,1000-1999,1350,手机,5.5-5.1英寸,高性价比,NFC芯片,1280x720
92389,Xiaomi:HM2-LTE,Xiaomi,小米,红米2,500-999,609,手机,5.0-4.6英寸,高性价比,陀螺仪，双卡双待,1280x720
92390,:F8909,世纪天元,世纪天元,F8909,,,手机,5.0-4.6英寸,,,
92391,F8909:F8909,世纪天元,世纪天元,F8909,,,手机,5.0-4.6英寸,,,
92392,F8909,世纪天元,世纪天元,F8909,,,手机,5.0-4.6英寸,,,
92393,admin:F8909,世纪天元,世纪天元,F8909,,,手机,5.0-4.6英寸,,,
92394,:Z1988,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92395,:Z1988C,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92396,:Z1988D,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92397,XUWEI:Z1988,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92398,Z1988A:4G,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92399,:Z1988A,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92400,ALIBABA71:Z1988,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92401,bird:Z1988E,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92402,OLEDEE:Z1988,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92403,LEUDO:Z1988,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92404,Z1988A:LAABOO,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92405,Z1988A:L988,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92406,OLEDEE:Z1988B,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92407,alps:Z1988,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92408,Z1988,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92409,Z1988A:Z1988,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92410,Z5:Z1988A,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92411,4G:Z1988,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92412,Z1988A:L999,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92413,bird:Z1988,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92414,ALPS:Z1988,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92415,Z1988C:Z1988C,欧乐迪,欧乐迪,Z1988,,,手机,5.0-4.6英寸,,,
92416,zte:Z970,ZTE,中兴,Z970,1000-1999,,手机,6.0-5.6英寸,,,
92417,Zte:Z970,ZTE,中兴,Z970,1000-1999,,手机,6.0-5.6英寸,,,
92418,ZTE:Z812,ZTE,中兴,Z812,,,手机,4.5-3.1英寸,,,
92419,ZTE:Blade L3,ZTE,中兴,Blade L3,,,手机,5.0-4.6英寸,,,
92420,ZTE:Blade L3 Plus,ZTE,中兴,Blade L3 Plus,,,手机,,,,
92421,:ZTE Blade L3,ZTE,中兴,Blade L3,,,手机,5.0-4.6英寸,,,
92422,:ZTE Blade L3 Apex,ZTE,中兴,Blade L3 Apex,,,手机,,,,
92423,:ZTE Blade L3 Plus,ZTE,中兴,Blade L3 Plus,,,手机,,,,
92424,ZTE Blade L3,ZTE,中兴,Blade L3,,,手机,5.0-4.6英寸,,,
92425,zte:blade l3,ZTE,中兴,Blade L3,,,手机,5.0-4.6英寸,,,
92426,ZTE Blade L3 Apex,ZTE,中兴,Blade L3 Apex,,,手机,,,,
92427,Blade L3 Plus,ZTE,中兴,Blade L3 Plus,,,手机,,,,
92428,:ZTE BLADE L3,ZTE,中兴,Blade L3,,,手机,5.0-4.6英寸,,,
92429,:ZTE N928Dt,ZTE,中兴,威武3C,1-499,449,手机,5.0-4.6英寸,,双卡双待,854x480
92430,ZTE:ZTE N928Dt,ZTE,中兴,威武3C,1-499,449,手机,5.0-4.6英寸,,双卡双待,854x480
92431,ZTE N928Dt,ZTE,中兴,威武3C,1-499,449,手机,5.0-4.6英寸,,双卡双待,854x480
92432,:ZTE V815W,ZTE,中兴,V815W,,,手机,,,,
92433,ZTE V815W,ZTE,中兴,V815W,,,手机,,,,
92434,Xiaomi:ZTE V815W,ZTE,中兴,V815W,,,手机,,,,
92435,ZTE:ZTE V815W,ZTE,中兴,V815W,,,手机,,,,
92436,ZTE:V815W,ZTE,中兴,V815W,,,手机,,,,
92437,ZTE:v815w,ZTE,中兴,V815W,,,手机,,,,
92438,zte:N9130,ZTE,中兴,N9130,,,手机,,,,
92439,:YU5010,Yuphoria,闻泰,YU5010,,,手机,,,,
92440,YU:YU5010,Yuphoria,闻泰,YU5010,,,手机,,,,
92441,:YU4711,Yuphoria,闻泰,YU4711,,,手机,,,,
92442,YU:YU4711,Yuphoria,闻泰,YU4711,,,手机,,,,
92443,YU:AO5510,Yuphoria,闻泰,AO5510,,,手机,,,,
92444,Xiaomi:AO5510,Yuphoria,闻泰,AO5510,,,手机,,,,
92445,samsung:SM-J110G,Samsung,三星,Galaxy J1 Ace,,,手机,4.5-3.1英寸,,双卡双待,800x480
92446,SM-J110G,Samsung,三星,Galaxy J1 Ace,,,手机,4.5-3.1英寸,,双卡双待,800x480
92447,YOUYU:KDOOR X5-Y12,YOUYU,优语,KDOOR X5-Y12,,,手机,,,,
92448,KDOOR X5-Y12,YOUYU,优语,KDOOR X5-Y12,,,手机,,,,
92449,bird:KDOOR X5-Y12,YOUYU,优语,KDOOR X5-Y12,,,手机,,,,
92450,XYS:MM1103,XYS,小杨树,MM1103,,,手机,4.5-3.1英寸,,,
92451,:MM1103,XYS,小杨树,MM1103,,,手机,4.5-3.1英寸,,,
92452,XYANGSHU:MM1103,XYS,小杨树,MM1103,,,手机,4.5-3.1英寸,,,
92453,XIAOYANGSHU:MM1103,XYS,小杨树,MM1103,,,手机,4.5-3.1英寸,,,
92454,MM1103,XYS,小杨树,MM1103,,,手机,4.5-3.1英寸,,,
92455,:MM1103 MM1103,XYS,小杨树,MM1103,,,手机,4.5-3.1英寸,,,
92456,\N:Baidu MM1103,XYS,小杨树,MM1103,,,手机,4.5-3.1英寸,,,
92457,YK820:MM1103,XYS,小杨树,MM1103,,,手机,4.5-3.1英寸,,,
92458,:4 core MM1103,XYS,小杨树,MM1103,,,手机,4.5-3.1英寸,,,
92459,XOLO:prime,XOLO,XOLO,prime,,,手机,4.5-3.1英寸,,,
92460,:XOLO One,XOLO,XOLO,one,,,手机,,,,
92461,:XOLO One HD,XOLO,XOLO,One HD,,,手机,5.0-4.6英寸,,双卡双待,
92462,:XOLO One LFC,XOLO,XOLO,One LFC Edition,1-499,139.98,手机,,,,
92463,XOLO One,XOLO,XOLO,one,,,手机,,,,
92464,XOLO:XOLO One,XOLO,XOLO,one,,,手机,,,,
92465,XOLO:A600,XOLO,XOLO,A600,,,手机,,,,
92466,:XOLO A600,XOLO,XOLO,A600,,,手机,,,,
92467,XOLO:A500s Lite,XOLO,XOLO,A500s Lite,,,手机,4.5-3.1英寸,,,
92468,A500s Lite,XOLO,XOLO,A500s Lite,,,手机,4.5-3.1英寸,,,
92469,Xolo:A500s Lite,XOLO,XOLO,A500s Lite,,,手机,4.5-3.1英寸,,,
92470,XOLO:A500S_IPS,XOLO,XOLO,A500S_IPS,,,手机,,,,
92471,A500S_IPS,XOLO,XOLO,A500S_IPS,,,手机,,,,
92472,XOLO:A500s,XOLO,XOLO,A500s,,,手机,4.5-3.1英寸,,,
92473,A500S:A369i_BY_ATs Vutra,XOLO,XOLO,A500s,,,手机,4.5-3.1英寸,,,
92474,A500s,XOLO,XOLO,A500s,,,手机,4.5-3.1英寸,,,
92475,:XOLO A500s,XOLO,XOLO,A500s,,,手机,4.5-3.1英寸,,,
92476,:Xolo A500S,XOLO,XOLO,A500s,,,手机,4.5-3.1英寸,,,
92477,:XoLo A500S,XOLO,XOLO,A500s,,,手机,4.5-3.1英寸,,,
92478,HT:A500s,XOLO,XOLO,A500s,,,手机,4.5-3.1英寸,,,
92479,XOLO:A500S IPS,XOLO,XOLO,A500s,,,手机,4.5-3.1英寸,,,
92480,XOLO:A500S,XOLO,XOLO,A500s,,,手机,4.5-3.1英寸,,,
92481,HUAWEI:XOLO A500S,XOLO,XOLO,A500s,,,手机,4.5-3.1英寸,,,
92482,Karbonn:XoLo A500s,XOLO,XOLO,A500s,,,手机,4.5-3.1英寸,,,
92483,:XOLO A500S,XOLO,XOLO,A500s,,,手机,4.5-3.1英寸,,,
92484,XIMI:R5s plus,XIMI,西米,R5s plus,500-999,899,手机,5.5-5.1英寸,,8核芯片,
92485,R5s plus,XIMI,西米,R5s plus,500-999,899,手机,5.5-5.1英寸,,8核芯片,
92486,Xiaomi:MI 5,Xiaomi,小米,MI 5,1000-1999,1999,手机,5.5-5.1英寸,,陀螺仪，NFC芯片，指纹识别，双卡双待,
92487,Xiaomi:Mi 5,Xiaomi,小米,MI 5,1000-1999,1999,手机,5.5-5.1英寸,,陀螺仪，NFC芯片，指纹识别，双卡双待,
92488,Xiaomi:MI 4S,Xiaomi,小米,MI 4S,1000-1999,1699,手机,5.0-4.6英寸,,陀螺仪，指纹识别，双卡双待,
92489,WellPhone:WP-S2,WellPhone,沃普丰,S2,,,手机,5.0-4.6英寸,,,
92490,wellphone:WP-S2,WellPhone,沃普丰,S2,,,手机,5.0-4.6英寸,,,
92491,bird:WP-S2,WellPhone,沃普丰,S2,,,手机,5.0-4.6英寸,,,
92492,WP-S2,WellPhone,沃普丰,S2,,,手机,5.0-4.6英寸,,,
92493,Wellphone:WP-S2,WellPhone,沃普丰,S2,,,手机,5.0-4.6英寸,,,
92494,Micromax A106,Micromax,Micromax,A106,,,手机,,,,
92495,Micromax:Micromax A106,Micromax,Micromax,A106,,,手机,,,,
92496,Micromax:Fire A106,Micromax,Micromax,A106,,,手机,,,,
92497,Xiaomi:Micromax A106,Micromax,Micromax,A106,,,手机,,,,
92498,micromax:unite2 a106,Micromax,Micromax,A106,,,手机,,,,
92499,Micromax:A106,Micromax,Micromax,A106,,,手机,,,,
92500,:Micromax_A106,Micromax,Micromax,A106,,,手机,,,,
92501,Bird:WP-S2,WellPhone,沃普丰,S2,,,手机,5.0-4.6英寸,,,
92502,wellphone:WP-S1,WellPhone,沃普丰,S1,,,手机,,,陀螺仪，双卡双待,
92503,weiimi:P9,Weiimi,唯米,P9,,,手机,5.0-4.6英寸,美颜，摄影,,
92504,Weiimi:P9,Weiimi,唯米,P9,,,手机,5.0-4.6英寸,美颜，摄影,,
92505,WEIBI:X5,Weibi,唯比,X5,,,手机,5.0-4.6英寸,,,
92506,WEIBI:X5S,Weibi,唯比,X5S,,,手机,5.0-4.6英寸,,,
92507,WEIBI:X5-Pro,Weibi,唯比,X5-Pro,,,手机,5.0-4.6英寸,,,
92508,VWAL:X5,VWAL,帷幄,X5,,,手机,4.5-3.1英寸,音乐，高端商务,,
